99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	3301	0	0	0	0	0	0	0	0	0	0	1429	0	0	0	0	0	0	0	0	0
0	0	99999	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	99999	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9866	0	0	0	0	0	0	0	0	0	0	5353	0	0	0	0	0	1968	0	0	0	0	1138	0	0	11818	0	0	0	0	0	0	0	0
0	0	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	1619	0	0	0	0	0	0	4460	0	0	0	0	0	0	0	0	0	0	0	0	0	4620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	99999	0	1479	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1916	0	0	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	99999	0	0	0	0	0	0	0	5253	0	0	0	2797	0	0	3160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1479	0	99999	0	0	0	0	0	1415	0	0	0	0	0	0	0	0	1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0
